"Probe"	"Feature"	"Chr"	"Start"	"End"	"P.value"	"FDR"	"Log2.Fold.Change"	"Shrunk.Log2.Fold.Change"
"Chr1:145610251-145611600"	"RNF115"	"1"	145610251	145611600	0.35164693	0.47279057	-0.16068086	0.15751691
"Chr1:145651801-145653150"	"RNF115"	"1"	145651801	145653150	6.435883e-09	1.5941653e-07	2.358382	-2.1221092
"Chr1:145713301-145714950"	"null"	"1"	145713301	145714950	0.0018585103	0.007299046	1.2119156	-1.0994031
"Chr1:146633251-146634450"	"PRKAB2"	"1"	146633251	146634450	0.04475272	0.09570376	-0.75265104	0.6876861
"Chr1:146638501-146639700"	"PRKAB2"	"1"	146638501	146639700	3.968652e-10	1.37712695e-08	2.7935574	-2.4617293
"Chr1:146642551-146645250"	"PRKAB2"	"1"	146642551	146645250	0.22294372	0.33435374	0.2220575	-0.21719342
"Chr1:146713651-146715450"	"CHD1L"	"1"	146713651	146715450	0.12742908	0.21734935	-0.32817313	0.3182199
"Chr1:146745001-146746050"	"CHD1L"	"1"	146745001	146746050	0.05107925	0.10632006	0.95616335	-0.82268673
"Chr1:146986951-146987850"	"null"	"1"	146986951	146987850	0.109031916	0.19290762	0.93207675	-0.75860465
"Chr1:147010501-147012000"	"null"	"1"	147010501	147012000	0.11287394	0.19818212	0.57995963	-0.53198403
"Chr1:147016651-147017700"	"null"	"1"	147016651	147017700	0.32221633	0.44203854	0.47150025	-0.40906826
"Chr1:147141151-147143400"	"ACP6"	"1"	147141151	147143400	0.24708286	0.36179772	0.3591733	-0.3372708
"Chr1:147148051-147149400"	"null"	"1"	147148051	147149400	0.1858246	0.29087546	0.682619	-0.57875496
"Chr1:147171751-147172800"	"null"	"1"	147171751	147172800	0.027078982	0.06421674	1.1998168	-1.0010448
"Chr1:147188701-147190050"	"null"	"1"	147188701	147190050	0.27735904	0.39514226	-0.47439358	0.42052585
"Chr1:147720751-147721800"	"null"	"1"	147720751	147721800	0.71327525	0.79514843	-0.20756413	0.17084813
"Chr1:147735001-147737850"	"null"	"1"	147735001	147737850	1.4820188e-05	0.0001282289	1.6024306	-1.467133
"Chr1:147805801-147807750"	"null"	"1"	147805801	147807750	0.0003729549	0.00194169	1.2158346	-1.1270537
"Chr1:147825151-147826350"	"null"	"1"	147825151	147826350	0.93828803	0.9598147	0.032971248	-0.029385133
"Chr1:148241101-148242150"	"null"	"1"	148241101	148242150	0.12829146	0.21856955	0.4986909	-0.46498555
"Chr1:148551601-148552500"	"null"	"1"	148551601	148552500	3.6788522e-05	0.00027494773	-1.5223182	1.3951072
"Chr1:148556251-148556550"	"null"	"1"	148556251	148556550	0.9428401	0.9629173	0.01792618	-0.017200131
"Chr1:148556551-148557000"	"null"	"1"	148556551	148557000	0.3257026	0.4454649	-0.24791601	0.23770459
"Chr1:149204251-149204850"	"null"	"1"	149204251	149204850	0.19867098	0.3062767	-0.5449862	0.4862801
"Chr1:149222401-149225250"	"null"	"1"	149222401	149225250	0.32094577	0.4407021	-0.17507939	0.17147985
"Chr1:149679901-149680500"	"AL358813.2"	"1"	149679901	149680500	0.52408516	0.63473344	-0.29532525	0.25766206
"Chr1:149815051-149817000"	"HIST2H2AA3"	"1"	149815051	149817000	9.8161046e-08	1.7606231e-06	-1.574221	1.4867474
"Chr1:149819551-149821800"	"HIST2H2AA4"	"1"	149819551	149821800	1.458803e-09	4.3262045e-08	-1.9654762	1.8347396
"Chr1:149870401-149872350"	"BOLA1"	"1"	149870401	149872350	0.12473679	0.21402162	-0.42076823	0.40047112
"Chr1:149898751-149901150"	"SF3B4"	"1"	149898751	149901150	0.009294773	0.027272617	-0.41352192	0.40658674
"Chr1:149933701-149934600"	"OTUD7B"	"1"	149933701	149934600	0.016444983	0.04325499	-0.7966366	0.74159205
"Chr1:149981251-149983500"	"null"	"1"	149981251	149983500	0.09054288	0.16683587	-0.28604627	0.28063852
"Chr1:149989051-149989950"	"null"	"1"	149989051	149989950	8.657958e-05	0.0005688695	-1.8347262	1.5995582
"Chr1:150022351-150023100"	"null"	"1"	150022351	150023100	0.0024328246	0.0090945745	-1.0356667	0.96073467
"Chr1:150038551-150040500"	"VPS45"	"1"	150038551	150040500	3.256424e-05	0.0002480521	-0.6667623	0.65537256
"Chr1:150099601-150100650"	"VPS45"	"1"	150099601	150100650	0.22143106	0.33268917	-0.41366002	0.38394198
"Chr1:150140851-150141900"	"null"	"1"	150140851	150141900	7.2993855e-05	0.0004931148	-1.4976363	1.3661714
"Chr1:150158701-150160200"	"null"	"1"	150158701	150160200	0.32207036	0.44193807	-0.44970047	0.39478752
"Chr1:150227701-150229050"	"CA14"	"1"	150227701	150229050	5.8764186e-07	8.128044e-06	-1.4369446	1.360986
"Chr1:150234601-150236100"	"CA14"	"1"	150234601	150236100	5.696178e-07	7.930381e-06	-1.4269557	1.3528811
"Chr1:150240151-150242250"	"APH1A"	"1"	150240151	150242250	0.072574556	0.14041783	-0.29138523	0.28629705
"Chr1:150265501-150267000"	"MRPS21"	"1"	150265501	150267000	0.0017234052	0.006871899	-0.581944	0.56871784
"Chr1:150293401-150295200"	"PRPF3"	"1"	150293401	150295200	0.20756622	0.31675497	-0.2396701	0.23396221
"Chr1:150459151-150460650"	"TARS2"	"1"	150459151	150460650	0.011810394	0.033165015	-0.46718258	0.45657596
"Chr1:150480001-150481050"	"ECM1"	"1"	150480001	150481050	0.0059939013	0.019076053	1.2443843	-1.0932715
"Chr1:150487351-150489450"	"ECM1"	"1"	150487351	150489450	0.06324158	0.12560283	-0.54437536	0.51455766
"Chr1:150504601-150505800"	"null"	"1"	150504601	150505800	0.4346038	0.55241275	0.38022083	-0.32784852
"Chr1:150532201-150535500"	"ADAMTSL4"	"1"	150532201	150535500	0.8075889	0.86653715	0.037849188	-0.037242338
"Chr1:150575851-150577950"	"ENSA"	"1"	150575851	150577950	0.0001769232	0.0010399965	1.3809301	-1.2652435
"Chr1:150585451-150586950"	"ENSA"	"1"	150585451	150586950	1.2224189e-06	1.5370948e-05	1.8899889	-1.7144885
"Chr1:150601051-150603750"	"ENSA"	"1"	150601051	150603750	0.1399363	0.2340823	-0.26226515	0.25679514
"Chr1:150626401-150626850"	"GOLPH3L"	"1"	150626401	150626850	0.09266149	0.16985926	-0.76502866	0.671751
"Chr1:150668851-150670650"	"HORMAD1"	"1"	150668851	150670650	0.050921466	0.10605102	-0.6248078	0.584406
"Chr1:150848101-150849900"	"ARNT"	"1"	150848101	150849900	0.11287524	0.19818212	-0.29423597	0.2875536
"Chr1:150867751-150868800"	"null"	"1"	150867751	150868800	0.4959419	0.60934585	-0.3384189	0.29025123
"Chr1:150894601-150895650"	"SETDB1"	"1"	150894601	150895650	0.49020946	0.60398775	-0.29227227	0.26082686
"Chr1:150898201-150899850"	"SETDB1"	"1"	150898201	150899850	0.00031105822	0.0016709266	-0.63149416	0.6186917
"Chr1:150948601-150950550"	"CERS2"	"1"	150948601	150950550	0.19853288	0.30611748	0.5584479	-0.49548802
"Chr1:150957301-150958500"	"ANXA9"	"1"	150957301	150958500	0.008469932	0.0252992	-1.1478194	1.0183451
"Chr1:151042501-151044900"	"MLLT11"	"1"	151042501	151044900	0.3886073	0.50940686	-0.14283963	0.14024226
"Chr1:151118701-151119750"	"SEMA6C"	"1"	151118701	151119750	0.030532492	0.070687056	-0.73022217	0.67807305
"Chr1:151128151-151129350"	"TNFAIP8L2"	"1"	151128151	151129350	0.033115488	0.07548959	-0.8431282	0.762879
"Chr1:151137451-151139400"	"LYSMD1"	"1"	151137451	151139400	0.08365874	0.15686278	-0.29016957	0.28476265
"Chr1:151161751-151163550"	"VPS72"	"1"	151161751	151163550	7.212719e-05	0.00048781408	-0.7188764	0.70330614
"Chr1:151226551-151228050"	"PSMD4"	"1"	151226551	151228050	0.07742188	0.14771166	-0.31539994	0.30875364
"Chr1:151283551-151285200"	"PI4KB"	"1"	151283551	151285200	0.0013321254	0.005559184	0.97908723	-0.92126316
"Chr1:151299001-151301250"	"PI4KB"	"1"	151299001	151301250	0.017079549	0.044545837	-0.34988904	0.34488025
"Chr1:151312951-151314150"	"RFX5"	"1"	151312951	151314150	0.0018332455	0.007220802	-1.0663749	0.9884283
"Chr1:151318801-151320600"	"RFX5"	"1"	151318801	151320600	1.7459081e-07	2.8780387e-06	-0.9333394	0.9136665
"Chr1:151416001-151417050"	"POGZ"	"1"	151416001	151417050	0.53971744	0.6488359	0.2654481	-0.23563759
"Chr1:151451701-151452600"	"null"	"1"	151451701	151452600	0.66985375	0.7595558	-0.1895761	0.16723748
"Chr1:151466851-151468050"	"null"	"1"	151466851	151468050	0.13621752	0.22926235	-0.6535368	0.57847476
"Chr1:151480951-151482150"	"null"	"1"	151480951	151482150	0.0423127	0.0914791	-0.76470286	0.69822276
"Chr1:151511701-151513950"	"TUFT1"	"1"	151511701	151513950	0.02488319	0.060087398	0.5462347	-0.52521914
"Chr1:151546951-151548150"	"TUFT1"	"1"	151546951	151548150	2.184611e-06	2.5239302e-05	2.2472095	-1.9501755
"Chr1:151551451-151552650"	"TUFT1"	"1"	151551451	151552650	0.6698498	0.7595558	0.2006389	-0.17458317
"Chr1:151557601-151558950"	"TUFT1"	"1"	151557601	151558950	0.003746137	0.012925238	1.3322679	-1.1659544
"Chr1:151566301-151567350"	"null"	"1"	151566301	151567350	0.20134789	0.30961785	-0.4323002	0.40120035
"Chr1:151578601-151579800"	"SNX27"	"1"	151578601	151579800	0.87233114	0.9129147	-0.06592295	0.059215732
"Chr1:151588501-151589700"	"SNX27"	"1"	151588501	151589700	0.38613167	0.50701094	0.37381437	-0.33226585
"Chr1:151652551-151654050"	"SNX27"	"1"	151652551	151654050	5.0557497e-05	0.00035985612	2.2545378	-1.8643332
"Chr1:151706851-151708050"	"null"	"1"	151706851	151708050	0.0002399282	0.0013387816	-1.3384634	1.2282206
"Chr1:151735351-151736850"	"MRPL9"	"1"	151735351	151736850	0.00033331203	0.0017687426	-0.62445265	0.6119434
"Chr1:151745851-151746750"	"TDRKH"	"1"	151745851	151746750	0.0053602336	0.017398234	1.4988881	-1.2537526
"Chr1:151762201-151763850"	"null"	"1"	151762201	151763850	0.00071974256	0.0033349493	-1.1248872	1.0467163
"Chr1:151808551-151809750"	"C2CD4D"	"1"	151808551	151809750	0.041270245	0.08969484	-0.9222811	0.81063974
"Chr1:151818451-151819350"	"THEM5"	"1"	151818451	151819350	0.1572753	0.2558843	0.5178953	-0.47510913
"Chr1:151891351-151892550"	"null"	"1"	151891351	151892550	0.09984555	0.1797232	-0.7322911	0.6465985
"Chr1:151906051-151907250"	"null"	"1"	151906051	151907250	0.976518	0.9848408	0.012417465	-0.011084816
"Chr1:151913401-151914600"	"null"	"1"	151913401	151914600	0.009842146	0.028560279	1.105194	-0.98366433
"Chr1:151917901-151920300"	"null"	"1"	151917901	151920300	0.17314613	0.27556968	0.5165737	-0.47092733
"Chr1:151944751-151946250"	"null"	"1"	151944751	151946250	0.0497494	0.10409116	0.8598945	-0.76137966
"Chr1:151973851-151974750"	"null"	"1"	151973851	151974750	0.17848514	0.28181964	0.54764867	-0.4926844
"Chr1:151985851-151986600"	"null"	"1"	151985851	151986600	0.78204674	0.8474518	-0.11042291	0.09983657
"Chr1:152001151-152002650"	"S100A11"	"1"	152001151	152002650	0.098926485	0.17846012	0.9743774	-0.78907156
"Chr1:152019451-152022000"	"null"	"1"	152019451	152022000	0.21286623	0.3229867	0.45962852	-0.42098257
"Chr1:152079751-152081100"	"TCHH"	"1"	152079751	152081100	0.9322016	0.95589155	-0.047843568	0.039385676
"Chr1:152134801-152136000"	"RPTN"	"1"	152134801	152136000	0.01443158	0.038912535	1.2134047	-1.04121
"Chr1:152139901-152141250"	"null"	"1"	152139901	152141250	2.0513298e-06	2.3941304e-05	2.399282	-2.0468447
"Chr1:152157751-152158650"	"null"	"1"	152157751	152158650	0.18786405	0.2931728	0.6332561	-0.5485767
"Chr1:152371351-152372250"	"null"	"1"	152371351	152372250	0.0007289691	0.003369301	-1.3667969	1.2313405
"Chr1:152413051-152413800"	"null"	"1"	152413051	152413800	0.41516015	0.5347844	0.38858193	-0.33701852
"Chr1:152446201-152447100"	"null"	"1"	152446201	152447100	0.765477	0.83493817	0.12682511	-0.113283806
"Chr1:152489251-152490600"	"CRCT1"	"1"	152489251	152490600	0.60805655	0.7083631	-0.21781218	-1.6507553
"Chr1:152926651-152927550"	"null"	"1"	152926651	152927550	0.05203226	0.10778707	-0.78789747	0.7101537
"Chr1:152956051-152956950"	"SPRR1A"	"1"	152956051	152956950	0.00023974743	0.0013383911	-1.4824121	1.3360295
"Chr1:153005101-153006150"	"SPRR1B"	"1"	153005101	153006150	0.7517339	0.8249836	-0.13523418	0.12038845
"Chr1:153013351-153014250"	"SPRR2D"	"1"	153013351	153014250	0.70756453	0.7904415	-0.19611205	0.16541095
"Chr1:153071851-153073500"	"null"	"1"	153071851	153073500	0.00069642765	0.0032465558	2.45759	-1.8092754
"Chr1:153095101-153096150"	"null"	"1"	153095101	153096150	0.833469	0.88486844	-0.11631839	-1.0578097
"Chr1:153250051-153250950"	"null"	"1"	153250051	153250950	0.0029254814	0.0105516035	-1.4479475	1.2463822
"Chr1:153376951-153377700"	"null"	"1"	153376951	153377700	0.17574935	0.2787147	-0.5657555	0.5066841
"Chr1:153438151-153438900"	"null"	"1"	153438151	153438900	8.611688e-05	0.0005665849	-1.6553824	1.4770874
"Chr1:153462151-153463950"	"null"	"1"	153462151	153463950	0.0442829	0.094914526	-1.1257153	0.9291469
"Chr1:153478801-153481050"	"null"	"1"	153478801	153481050	0.061699245	0.12312523	0.7418368	-0.67057925
"Chr1:153487801-153489450"	"null"	"1"	153487801	153489450	0.0020710195	0.007969459	-1.4244624	1.2446779
"Chr1:153544501-153546000"	"null"	"1"	153544501	153546000	0.009653152	0.028116105	0.89703244	-0.82981664
"Chr1:153569251-153570300"	"null"	"1"	153569251	153570300	0.16625795	0.26684904	-0.6297987	0.55264956
"Chr1:153605701-153607650"	"S100A1"	"1"	153605701	153607650	0.6633823	0.7539426	-0.07658326	0.07501606
"Chr1:153630451-153631950"	"SNAPIN"	"1"	153630451	153631950	0.06805779	0.13326806	-0.35300726	0.3443112
"Chr1:153642601-153645000"	"ILF2"	"1"	153642601	153645000	0.008091904	0.02435518	-0.45983425	0.45066723
"Chr1:153649801-153650850"	"NPR1"	"1"	153649801	153650850	3.8496505e-06	4.0653846e-05	-1.9765373	1.7595171
"Chr1:153680551-153681750"	"null"	"1"	153680551	153681750	0.7771161	0.8435494	-0.10315332	0.09470172
"Chr1:153699601-153702000"	"INTS3"	"1"	153699601	153702000	0.007924925	0.023947911	-0.450738	0.44214177
"Chr1:153747151-153749250"	"SLC27A3"	"1"	153747151	153749250	0.12771738	0.21777862	-0.5815465	0.5294863
"Chr1:153755551-153756900"	"SLC27A3"	"1"	153755551	153756900	0.018332636	0.04716055	-0.6301015	0.601161
"Chr1:153777601-153778500"	"GATAD2B"	"1"	153777601	153778500	0.025168048	0.060622666	0.88492614	-0.80075717
"Chr1:153929851-153932100"	"CRTC2"	"1"	153929851	153932100	0.062936835	0.12511636	-0.35455203	0.3460645
"Chr1:153934501-153937350"	"SLC39A1"	"1"	153934501	153937350	0.11400529	0.19965193	-0.28575408	0.27958807
"Chr1:153939001-153941850"	"CREB3L4"	"1"	153939001	153941850	0.00012336612	0.0007638271	-0.8386147	0.8124653
"Chr1:153948751-153951300"	"JTB"	"1"	153948751	153951300	0.00037030524	0.0019322347	-0.6768509	0.66073763
"Chr1:153957451-153960150"	"RAB13"	"1"	153957451	153960150	0.082271926	0.15489729	-0.28927317	0.2839654
"Chr1:153962551-153964500"	"RPS27"	"1"	153962551	153964500	0.005893674	0.018813448	-0.4284189	0.4215333
"Chr1:154154401-154156500"	"TPM3"	"1"	154154401	154156500	0.59181166	0.6948279	-0.09490908	0.09294432
"Chr1:154171201-154172250"	"C1orf189"	"1"	154171201	154172250	0.009861522	0.02860534	-0.9306638	0.85578203
"Chr1:154185451-154186500"	"C1orf43"	"1"	154185451	154186500	0.09968041	0.179502	0.5908732	-0.5435631
"Chr1:154192201-154195050"	"C1orf43"	"1"	154192201	154195050	0.025102178	0.06052283	-0.3200017	0.31565407
"Chr1:154244101-154245750"	"HAX1"	"1"	154244101	154245750	0.018758561	0.048036	-0.45577246	0.44449362
"Chr1:154307101-154308000"	"ATP8B2"	"1"	154307101	154308000	0.4096145	0.52921814	-0.43151885	0.36419433
"Chr1:154324951-154326750"	"ATP8B2"	"1"	154324951	154326750	0.024505308	0.05935322	0.74789935	-0.6959917
"Chr1:154376851-154380000"	"IL6R"	"1"	154376851	154380000	0.02216402	0.05478461	0.94506747	-0.8474796
"Chr1:154405051-154406550"	"IL6R"	"1"	154405051	154406550	0.06773308	0.13278247	0.93910486	-0.7970949
"Chr1:154435351-154436550"	"IL6R"	"1"	154435351	154436550	0.00011218937	0.0007062421	1.6978439	-1.5021644
"Chr1:154456501-154457550"	"SHE"	"1"	154456501	154457550	0.44633603	0.56325656	0.4055073	-0.34081253
"Chr1:154471651-154472700"	"SHE"	"1"	154471651	154472700	0.46181202	0.57754177	-0.3004184	0.2700907
"Chr1:154506601-154507500"	"TDRD10"	"1"	154506601	154507500	0.016650213	0.043656476	-1.0809417	0.95138645
"Chr1:154599301-154601100"	"ADAR"	"1"	154599301	154601100	0.044563614	0.09536793	-0.33325663	0.32717985
"Chr1:154641901-154642800"	"null"	"1"	154641901	154642800	0.016838877	0.044043735	-1.1160557	0.97336805
"Chr1:154669801-154671600"	"null"	"1"	154669801	154671600	3.8143527e-05	0.00028357806	2.176202	-1.8304157
"Chr1:154732501-154733700"	"KCNN3"	"1"	154732501	154733700	0.49137813	0.60505164	-0.415939	0.3333511
"Chr1:154763851-154764750"	"KCNN3"	"1"	154763851	154764750	0.67633224	0.76468843	0.217174	-0.1836949
"Chr1:154842451-154843650"	"KCNN3"	"1"	154842451	154843650	0.17554992	0.27848575	-0.6091637	0.536036
"Chr1:154904101-154905300"	"PMVK"	"1"	154904101	154905300	0.10984307	0.1939274	0.77837265	-0.6711446
"Chr1:154908301-154910550"	"PMVK"	"1"	154908301	154910550	0.0014843775	0.0060618534	-0.46950126	0.46268576
"Chr1:154915951-154917000"	"PBXIP1"	"1"	154915951	154917000	2.0398673e-05	0.00016794949	-1.5085206	1.391018
"Chr1:154933201-154935300"	"PYGO2"	"1"	154933201	154935300	0.015307946	0.04080198	-0.3567061	0.35157245
"Chr1:154954951-154956600"	"FLAD1"	"1"	154954951	154956600	1.5565127e-05	0.00013362465	-0.9375655	0.90869206
"Chr1:154989001-154991850"	"ZBTB7B"	"1"	154989001	154991850	0.31941456	0.43910643	0.33976611	-0.31502712
"Chr1:154998301-154999800"	"DCST2"	"1"	154998301	154999800	0.2242532	0.33602953	-0.5105904	0.45646748
"Chr1:155017051-155018550"	"DCST1"	"1"	155017051	155018550	0.0013817288	0.0057244147	-1.2829634	1.1573082
"Chr1:155139451-155141100"	"KRTCAP2"	"1"	155139451	155141100	3.2207274e-06	3.4942717e-05	-1.8525608	1.67359
"Chr1:155144701-155147100"	"KRTCAP2"	"1"	155144701	155147100	0.013033128	0.035890285	-0.50197846	0.48850498
"Chr1:155188501-155189850"	"GBAP1"	"1"	155188501	155189850	0.13358252	0.225632	-0.53215456	0.4905034
"Chr1:155196001-155198100"	"GBAP1"	"1"	155196001	155198100	3.973565e-06	4.172524e-05	-0.78062683	0.7658273
"Chr1:155213551-155215350"	"FAM189B"	"1"	155213551	155215350	0.00049928064	0.0024676097	-0.687246	0.669638
"Chr1:155220151-155221350"	"FAM189B"	"1"	155220151	155221350	0.11513909	0.2011991	-0.5112679	0.477358
"Chr1:155223751-155226000"	"FAM189B"	"1"	155223751	155226000	0.0074417763	0.022746792	-0.52432275	0.51108813
"Chr1:155231101-155232900"	"SCAMP3"	"1"	155231101	155232900	0.12204412	0.21060455	-0.2686758	0.26331073
"Chr1:155242351-155244000"	"CLK2"	"1"	155242351	155244000	0.024464466	0.059273608	-0.39336595	0.38541374
"Chr1:155532001-155534400"	"null"	"1"	155532001	155534400	0.07293173	0.14098965	-0.26417604	0.26036316
"Chr1:155579101-155580150"	"MSTO1"	"1"	155579101	155580150	0.08049541	0.1521946	-0.44556537	0.4268405
"Chr1:155617951-155619000"	"MSTO1"	"1"	155617951	155619000	0.05660212	0.11517954	0.60689074	-0.5681244
"Chr1:155620351-155622900"	"MSTO1"	"1"	155620351	155622900	0.7757996	0.8424893	-0.10721876	0.09786743
"Chr1:155657851-155659350"	"MSTO1"	"1"	155657851	155659350	0.06998651	0.13635974	-0.2750541	0.2708423
"Chr1:155675701-155676600"	"MSTO1"	"1"	155675701	155676600	0.16260667	0.26243335	0.49318245	-0.4548718
"Chr1:155714701-155715750"	"MSTO1"	"1"	155714701	155715750	0.027803456	0.06558385	-0.5370216	0.5162598
"Chr1:155732851-155733900"	"GON4L"	"1"	155732851	155733900	8.576543e-06	8.118774e-05	1.8269536	-1.6405066
"Chr1:155826451-155827800"	"SYT11"	"1"	155826451	155827800	0.1147244	0.2006749	-0.32981566	0.32036462
"Chr1:155862151-155864250"	"null"	"1"	155862151	155864250	0.42883748	0.54707086	0.2248387	-0.21322986
"Chr1:155903401-155905200"	"KIAA0907"	"1"	155903401	155905200	0.008195681	0.024613528	-0.4283731	0.4209162
"Chr1:155931151-155933100"	"ARHGEF2"	"1"	155931151	155933100	0.00056163146	0.0027184847	1.1253266	-1.0499898
"Chr1:155989651-155991300"	"SSR2"	"1"	155989651	155991300	0.009417126	0.027585352	-0.4983	0.48621356
"Chr1:155995351-155996550"	"null"	"1"	155995351	155996550	0.00613178	0.01943375	-1.2506742	1.0972415
"Chr1:156010201-156011250"	"UBQLN4"	"1"	156010201	156011250	0.15570731	0.25391665	-0.57633615	0.5188025
"Chr1:156030301-156032250"	"RAB25"	"1"	156030301	156032250	2.7870085e-06	3.0982388e-05	-1.7971264	1.6349365
"Chr1:156060151-156061200"	"null"	"1"	156060151	156061200	0.013519533	0.03692541	-0.9125234	0.83548295
"Chr1:156065701-156067500"	"null"	"1"	156065701	156067500	0.23943028	0.3530522	0.29841352	-0.2860028
"Chr1:156083101-156086550"	"LMNA"	"1"	156083101	156086550	0.002537273	0.009398164	0.4373471	-0.4312426
"Chr1:156109951-156111900"	"LMNA"	"1"	156109951	156111900	0.74863267	0.8225693	0.12370893	-0.11240948
"Chr1:156115351-156116550"	"null"	"1"	156115351	156116550	0.036887843	0.08230572	-0.88133854	0.78665817
"Chr1:156162751-156164400"	"null"	"1"	156162751	156164400	0.020252833	0.05098872	-0.5012939	0.4860031
"Chr1:156181951-156184950"	"PMF1"	"1"	156181951	156184950	0.0129836695	0.035780594	-0.39449602	0.38789597
"Chr1:156185851-156187050"	"PMF1"	"1"	156185851	156187050	0.78710407	0.851222	0.09532116	-0.08792997
"Chr1:156231901-156233250"	"SMG5"	"1"	156231901	156233250	0.00055324455	0.0026861164	1.6324638	-1.4183638
"Chr1:156265051-156265950"	"C1orf85"	"1"	156265051	156265950	0.49749607	0.61086494	-0.31981412	0.27812946
"Chr1:156326251-156327600"	"CCT3"	"1"	156326251	156327600	1.4184669e-11	7.297988e-10	-2.4585936	2.2591734
"Chr1:156338401-156339900"	"RHBG"	"1"	156338401	156339900	0.0152421435	0.040681284	-1.0517431	0.9332298
"Chr1:156367801-156369900"	"C1orf61"	"1"	156367801	156369900	1.3613524e-09	4.0975603e-08	-3.2436361	2.7138367
